attendance,cgpa,fee_delay,assignments,engagement,risk_score,risk_category,risk_reason
89,9.16,1,80,8.4,17.43,Low,Student shows overall stability
91,9.61,2,84,9.6,11.68,Low,Student shows overall stability
83,7.82,9,83,8.4,31.18,Medium,Student shows overall stability
32,1.87,42,22,2.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
100,9.58,4,88,8.4,8.65,Low,Student shows overall stability
10,4.79,99,2,1.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
98,9.99,5,93,8.8,6.6,Low,Student shows overall stability
91,8.43,5,96,9.5,16.51,Low,Student shows overall stability
38,1.84,68,4,0.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
24,3.2,116,9,0.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
72,6.39,43,66,5.3,70.82,High,Student shows overall stability
72,6.86,42,73,6.9,63.36,High,Student shows overall stability
66,5.72,31,62,5.0,74.12,High,Student shows overall stability
77,5.93,16,50,6.6,57.81,High,Student shows overall stability
87,8.51,3,81,9.9,19.54,Low,Student shows overall stability
85,8.89,9,80,8.2,25.53,Medium,Student shows overall stability
80,9.83,3,95,10.0,13.79,Low,Student shows overall stability
97,9.55,3,89,7.7,11.79,Low,Student shows overall stability
2,1.79,48,41,2.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
13,4.34,63,8,2.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
100,7.8,5,90,8.4,15.74,Low,Student shows overall stability
66,5.89,17,59,6.5,63.66,High,Student shows overall stability
80,7.65,3,89,9.2,27.12,Medium,Student shows overall stability
16,4.29,107,29,2.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
97,8.52,3,87,8.6,15.0,Low,Student shows overall stability
80,8.86,3,93,9.0,21.26,Low,Student shows overall stability
80,8.23,7,87,7.2,31.46,Medium,Student shows overall stability
21,0.52,95,13,2.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
83,8.95,3,80,9.0,21.71,Low,Student shows overall stability
68,6.85,36,66,5.5,67.53,High,Student shows overall stability
75,6.96,42,50,5.3,68.51,High,Student shows overall stability
4,3.99,57,48,0.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
7,0.06,64,4,1.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
97,8.95,0,94,8.0,10.98,Low,Student shows overall stability
15,4.24,77,40,0.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
95,9.75,5,95,8.3,10.32,Low,Student shows overall stability
96,9.82,8,92,9.6,8.69,Low,Student shows overall stability
68,6.96,42,74,6.0,66.89,High,Student shows overall stability
68,6.38,38,56,5.7,72.44,High,Student shows overall stability
81,9.72,4,93,9.6,15.5,Low,Student shows overall stability
49,3.43,62,26,0.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
75,5.59,46,78,6.3,69.98,High,Student shows overall stability
63,6.47,11,73,4.1,61.22,High,Low attendance
42,4.47,98,0,3.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
12,3.97,80,6,2.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
4,2.75,112,5,1.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
61,7.17,46,64,6.3,73.42,High,Low attendance
94,9.71,1,83,8.7,10.96,Low,Student shows overall stability
28,1.6,40,22,3.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
83,9.04,7,82,7.3,26.5,Medium,Student shows overall stability
10,0.93,99,37,2.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
78,7.26,24,50,6.0,55.53,High,Student shows overall stability
75,6.19,29,62,7.0,60.97,High,Student shows overall stability
26,3.08,107,38,0.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
63,6.46,40,58,4.1,79.02,High,Low attendance
73,6.39,40,54,4.4,72.98,High,Student shows overall stability
1,2.34,116,49,1.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
95,9.76,7,85,7.3,15.21,Low,Student shows overall stability
78,6.58,17,71,4.4,54.57,High,Student shows overall stability
81,7.72,5,100,9.7,24.39,Low,Student shows overall stability
87,7.7,4,98,8.4,23.5,Low,Student shows overall stability
79,6.98,11,59,6.0,48.18,Medium,Student shows overall stability
88,9.54,5,80,8.7,17.7,Low,Student shows overall stability
77,7.28,25,64,4.2,57.32,High,Student shows overall stability
70,6.93,16,66,5.6,55.98,High,Student shows overall stability
50,0.57,86,22,2.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
0,1.64,44,34,0.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
66,7.0,22,59,5.4,62.94,High,Student shows overall stability
91,7.53,7,86,8.5,25.71,Medium,Student shows overall stability
72,5.55,10,76,5.6,55.87,High,Student shows overall stability
83,9.01,3,88,7.0,23.86,Low,Student shows overall stability
54,3.75,55,23,1.8,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
46,0.63,70,27,1.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
62,5.98,48,66,5.8,80.87,High,Low attendance
64,6.67,11,50,6.0,60.44,High,Low attendance
97,8.45,6,86,9.2,15.7,Low,Student shows overall stability
71,7.39,13,74,5.2,50.62,High,Student shows overall stability
83,7.59,4,94,8.4,27.15,Medium,Student shows overall stability
76,6.44,44,75,6.2,64.75,High,Student shows overall stability
94,9.61,2,95,7.1,12.82,Low,Student shows overall stability
40,1.67,46,14,3.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
64,6.34,22,57,4.4,69.87,High,Low attendance
95,7.54,7,91,8.2,22.56,Low,Student shows overall stability
71,5.89,27,53,5.1,69.76,High,Student shows overall stability
87,9.44,6,88,8.0,19.05,Low,Student shows overall stability
74,6.59,31,53,5.2,65.96,High,Student shows overall stability
70,5.69,33,77,5.7,68.28,High,Student shows overall stability
62,5.92,27,64,5.4,72.35,High,Low attendance
76,6.51,44,69,6.1,65.74,High,Student shows overall stability
66,6.91,18,61,4.8,62.13,High,Student shows overall stability
41,1.79,94,22,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
98,8.27,8,94,9.4,14.51,Low,Student shows overall stability
70,6.57,10,56,4.0,59.5,High,Student shows overall stability
92,7.78,3,85,8.9,21.02,Low,Student shows overall stability
31,0.21,90,16,1.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
26,3.46,79,32,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
22,3.28,118,5,1.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
92,8.96,5,94,8.4,16.01,Low,Student shows overall stability
69,6.8,26,66,6.7,60.02,High,Student shows overall stability
43,4.01,94,18,1.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
6,0.43,77,2,3.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
30,4.57,82,6,2.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
86,8.67,4,98,9.7,17.02,Low,Student shows overall stability
50,1.43,42,42,3.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
68,7.01,22,64,6.4,58.54,High,Student shows overall stability
62,6.88,17,69,5.4,61.22,High,Low attendance
82,8.24,7,88,9.1,26.25,Medium,Student shows overall stability
10,1.73,80,1,1.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
83,8.23,1,99,9.2,19.32,Low,Student shows overall stability
90,7.74,9,99,9.3,22.2,Low,Student shows overall stability
81,9.6,3,96,8.9,16.55,Low,Student shows overall stability
87,8.68,5,89,9.2,19.77,Low,Student shows overall stability
82,8.34,9,88,7.7,29.56,Medium,Student shows overall stability
64,5.52,17,56,6.4,67.44,High,Low attendance
77,6.26,38,74,6.4,62.2,High,Student shows overall stability
97,8.17,5,89,8.6,17.04,Low,Student shows overall stability
80,8.17,1,94,7.3,26.0,Medium,Student shows overall stability
36,3.89,74,0,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
98,7.94,0,98,8.0,13.63,Low,Student shows overall stability
86,9.08,3,83,9.8,17.19,Low,Student shows overall stability
84,7.88,1,86,8.0,25.31,Medium,Student shows overall stability
61,5.76,42,75,4.2,81.4,High,Low attendance
68,6.0,43,77,5.8,72.5,High,Student shows overall stability
76,7.06,45,58,6.0,65.58,High,Student shows overall stability
60,6.33,15,59,4.7,67.56,High,Low attendance
92,8.61,5,90,8.0,19.39,Low,Student shows overall stability
9,1.05,102,0,1.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
11,2.14,111,42,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
78,6.36,45,51,5.9,69.66,High,Student shows overall stability
57,1.68,82,41,2.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
78,6.98,18,77,6.5,47.82,Medium,Student shows overall stability
75,6.08,30,60,7.0,62.45,High,Student shows overall stability
92,8.16,8,83,7.7,24.85,Low,Student shows overall stability
1,3.09,101,4,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
83,9.04,5,89,9.6,19.38,Low,Student shows overall stability
78,5.57,14,75,4.3,57.18,High,Student shows overall stability
94,8.13,2,97,9.5,14.25,Low,Student shows overall stability
95,7.76,2,99,8.5,16.76,Low,Student shows overall stability
5,2.21,55,18,0.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
68,7.38,39,56,4.1,70.81,High,Student shows overall stability
34,5.43,104,3,2.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
98,8.25,8,85,9.9,15.37,Low,Student shows overall stability
90,7.6,8,94,7.0,27.84,Medium,Student shows overall stability
98,8.06,9,91,7.4,20.39,Low,Student shows overall stability
89,7.55,5,96,9.1,22.56,Low,Student shows overall stability
96,8.38,7,92,7.9,18.61,Low,Student shows overall stability
70,6.87,44,50,6.8,70.24,High,Student shows overall stability
64,7.04,26,50,4.2,70.08,High,Low attendance
89,9.53,6,95,7.0,17.95,Low,Student shows overall stability
76,6.23,35,65,6.1,64.08,High,Student shows overall stability
20,4.03,97,33,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
0,0.93,64,41,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
58,2.89,118,23,1.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
28,0.61,71,4,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
82,9.28,1,81,8.2,20.73,Low,Student shows overall stability
64,6.22,46,54,4.1,83.18,High,Low attendance
77,5.91,45,50,7.0,70.67,High,Student shows overall stability
96,9.95,8,87,9.4,9.19,Low,Student shows overall stability
91,7.55,2,89,9.0,21.1,Low,Student shows overall stability
75,7.13,23,60,4.2,59.3,High,Student shows overall stability
68,6.8,19,68,4.1,61.97,High,Student shows overall stability
92,7.57,7,88,7.1,27.3,Medium,Student shows overall stability
5,3.23,50,11,3.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
11,2.81,113,19,2.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
84,8.8,9,82,9.9,22.93,Low,Student shows overall stability
49,4.56,48,21,0.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
91,9.41,2,98,9.3,10.45,Low,Student shows overall stability
22,2.62,65,12,3.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
59,1.64,94,24,3.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
26,0.58,63,7,2.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
52,4.54,119,23,3.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
38,0.61,109,4,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
77,6.3,13,57,4.5,57.11,High,Student shows overall stability
70,5.83,36,65,5.4,71.96,High,Student shows overall stability
30,0.25,45,43,3.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
100,9.58,3,88,8.5,8.16,Low,Student shows overall stability
5,1.91,80,28,0.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
95,8.08,5,84,8.6,19.89,Low,Student shows overall stability
37,5.32,53,6,0.5,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
99,9.22,8,94,8.6,11.11,Low,Student shows overall stability
61,5.84,36,73,5.7,75.47,High,Low attendance
77,6.15,33,68,4.2,66.06,High,Student shows overall stability
30,2.7,83,27,1.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
78,7.41,15,73,6.9,44.2,Medium,Student shows overall stability
8,0.35,75,37,1.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
95,9.89,4,89,9.5,7.93,Low,Student shows overall stability
13,2.5,45,6,1.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
91,8.45,0,83,9.9,14.22,Low,Student shows overall stability
79,7.28,17,60,6.3,49.04,Medium,Student shows overall stability
84,8.68,9,94,8.3,24.35,Low,Student shows overall stability
39,0.64,44,12,1.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
90,7.62,8,87,8.5,26.23,Medium,Student shows overall stability
72,6.4,36,69,5.2,67.19,High,Student shows overall stability
100,7.63,8,89,7.5,19.26,Low,Student shows overall stability
45,5.42,87,13,1.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
94,7.79,2,92,9.8,16.0,Low,Student shows overall stability
82,9.61,7,92,9.7,17.08,Low,Student shows overall stability
93,9.99,4,86,7.9,12.08,Low,Student shows overall stability
78,5.53,42,61,4.8,72.65,High,Student shows overall stability
72,7.32,38,79,4.3,63.15,High,Student shows overall stability
66,7.41,31,62,4.7,65.67,High,Student shows overall stability
14,1.74,83,36,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
73,7.37,45,69,6.4,62.96,High,Student shows overall stability
52,5.16,66,0,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
20,0.77,104,40,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
75,7.44,38,76,6.2,57.22,High,Student shows overall stability
100,8.4,7,96,7.6,14.42,Low,Student shows overall stability
66,6.88,14,61,4.8,60.2,High,Student shows overall stability
17,1.45,54,4,0.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
64,6.35,35,59,4.1,76.49,High,Low attendance
63,6.28,30,57,6.9,69.81,High,Low attendance
82,8.89,8,84,8.6,25.22,Medium,Student shows overall stability
93,9.72,3,81,9.6,11.0,Low,Student shows overall stability
64,5.76,33,60,5.8,75.04,High,Low attendance
75,7.11,32,61,4.3,63.1,High,Student shows overall stability
28,0.5,88,20,0.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
15,0.37,102,3,3.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
52,2.31,112,42,1.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
83,9.75,8,95,8.3,18.21,Low,Student shows overall stability
81,8.2,1,100,7.8,23.13,Low,Student shows overall stability
91,8.36,3,97,9.3,15.94,Low,Student shows overall stability
30,2.55,102,22,3.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
14,3.69,67,2,2.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
72,6.98,20,54,4.2,61.7,High,Student shows overall stability
60,6.81,35,70,6.1,70.17,High,Low attendance
9,4.84,103,21,2.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
89,9.69,6,100,8.3,13.57,Low,Student shows overall stability
78,5.97,17,55,6.9,55.85,High,Student shows overall stability
94,9.11,0,90,8.7,11.07,Low,Student shows overall stability
17,0.11,73,31,1.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
38,2.37,61,28,0.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
73,7.12,12,68,5.4,51.11,High,Student shows overall stability
74,6.22,33,62,5.3,66.82,High,Student shows overall stability
68,6.57,43,73,5.3,71.1,High,Student shows overall stability
91,9.13,2,91,8.5,14.71,Low,Student shows overall stability
83,8.84,6,95,9.9,19.22,Low,Student shows overall stability
78,6.32,17,63,5.7,54.93,High,Student shows overall stability
14,3.6,85,18,3.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
83,8.86,2,86,7.5,23.28,Low,Student shows overall stability
78,6.92,37,68,4.4,62.74,High,Student shows overall stability
92,9.97,0,97,8.8,7.21,Low,Student shows overall stability
84,9.02,0,91,7.1,19.59,Low,Student shows overall stability
1,0.07,113,21,2.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
43,5.02,115,34,1.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
65,5.97,31,61,5.5,72.63,High,Student shows overall stability
14,3.71,79,36,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
95,8.57,9,98,9.5,14.77,Low,Student shows overall stability
64,7.3,45,66,6.0,70.43,High,Low attendance
43,2.14,115,43,2.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
79,5.93,20,62,4.5,60.34,High,Student shows overall stability
7,2.5,111,8,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
70,5.68,30,64,5.8,69.27,High,Student shows overall stability
74,5.61,21,74,4.4,63.25,High,Student shows overall stability
82,9.83,2,81,9.2,16.53,Low,Student shows overall stability
96,7.93,5,89,7.6,20.7,Low,Student shows overall stability
75,6.97,39,70,6.4,60.96,High,Student shows overall stability
99,7.91,5,100,9.4,12.84,Low,Student shows overall stability
93,8.85,4,86,8.5,16.99,Low,Student shows overall stability
85,7.82,9,84,7.7,31.11,Medium,Student shows overall stability
43,1.93,91,25,0.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
74,6.44,44,70,4.3,70.8,High,Student shows overall stability
75,5.62,47,75,6.1,71.14,High,Student shows overall stability
75,5.55,29,64,5.5,66.85,High,Student shows overall stability
98,8.73,5,91,7.4,15.81,Low,Student shows overall stability
67,7.18,23,54,5.6,62.47,High,Student shows overall stability
95,8.01,6,93,8.0,19.93,Low,Student shows overall stability
71,5.67,45,56,5.7,77.36,High,Student shows overall stability
65,5.75,49,72,6.6,77.77,High,Student shows overall stability
90,8.46,5,80,8.8,21.68,Low,Student shows overall stability
85,8.78,6,92,8.8,21.21,Low,Student shows overall stability
48,1.94,52,33,2.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
81,7.55,1,84,9.8,25.18,Medium,Student shows overall stability
69,7.34,31,62,4.1,65.52,High,Student shows overall stability
43,2.42,47,36,0.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
68,6.41,35,57,6.4,69.47,High,Student shows overall stability
10,3.82,102,7,2.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
77,7.33,22,61,6.0,52.72,High,Student shows overall stability
90,8.9,9,94,8.1,19.98,Low,Student shows overall stability
96,9.83,8,80,9.7,10.67,Low,Student shows overall stability
71,6.88,47,55,6.1,71.26,High,Student shows overall stability
83,8.49,7,91,7.0,27.95,Medium,Student shows overall stability
88,7.63,0,100,9.8,15.82,Low,Student shows overall stability
72,6.18,13,69,5.1,57.19,High,Student shows overall stability
73,6.78,17,61,5.7,56.28,High,Student shows overall stability
1,1.08,95,13,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
96,8.79,0,92,8.7,11.03,Low,Student shows overall stability
64,6.81,47,60,5.8,75.86,High,Low attendance
65,7.19,21,62,4.7,62.79,High,Student shows overall stability
85,9.02,3,87,7.2,22.52,Low,Student shows overall stability
32,1.72,118,35,1.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
21,4.46,84,21,3.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
57,3.17,119,28,0.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
37,1.87,107,33,2.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
49,1.87,54,30,2.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
76,6.68,47,71,4.2,69.54,High,Student shows overall stability
94,8.19,3,80,8.7,19.61,Low,Student shows overall stability
92,9.11,8,95,8.4,16.6,Low,Student shows overall stability
71,6.89,23,68,6.8,56.19,High,Student shows overall stability
16,2.52,68,3,1.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
91,9.88,0,87,7.3,12.93,Low,Student shows overall stability
36,0.23,115,48,1.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
76,6.56,29,58,5.5,62.19,High,Student shows overall stability
65,7.36,26,74,6.0,59.39,High,Student shows overall stability
45,0.41,98,5,3.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
89,8.18,2,83,7.9,22.83,Low,Student shows overall stability
61,6.63,47,79,7.0,72.57,High,Low attendance
77,6.06,35,71,5.7,63.84,High,Student shows overall stability
89,9.3,5,96,9.1,14.35,Low,Student shows overall stability
60,5.79,17,70,6.9,64.72,High,Low attendance
91,9.16,5,100,8.7,13.89,Low,Student shows overall stability
33,5.1,87,42,0.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
94,9.88,1,85,9.1,8.93,Low,Student shows overall stability
82,9.81,4,95,8.5,16.28,Low,Student shows overall stability
61,6.05,18,51,4.8,71.43,High,Low attendance
70,6.53,33,56,6.2,67.18,High,Student shows overall stability
74,6.95,22,72,6.2,53.94,High,Student shows overall stability
34,4.15,97,44,0.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
64,7.1,30,73,5.3,64.82,High,Low attendance
89,9.26,4,99,7.9,15.96,Low,Student shows overall stability
83,9.43,5,82,7.4,23.27,Low,Student shows overall stability
95,8.23,0,92,9.4,12.32,Low,Student shows overall stability
92,8.16,1,91,8.6,17.46,Low,Student shows overall stability
60,6.75,33,79,5.2,69.64,High,Low attendance
71,6.0,39,79,6.0,67.84,High,Student shows overall stability
0,4.91,50,9,2.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
54,5.23,56,3,3.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
79,6.0,37,50,6.4,66.44,High,Student shows overall stability
75,6.46,27,57,5.2,63.19,High,Student shows overall stability
84,7.58,4,85,8.2,28.69,Medium,Student shows overall stability
68,5.63,11,51,6.4,62.11,High,Student shows overall stability
81,7.84,0,83,7.5,26.54,Medium,Student shows overall stability
89,8.03,8,96,7.7,24.7,Low,Student shows overall stability
65,6.78,28,63,5.1,67.4,High,Student shows overall stability
28,1.52,111,0,0.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
93,9.64,0,84,8.8,10.54,Low,Student shows overall stability
74,7.1,17,62,4.0,57.16,High,Student shows overall stability
68,5.73,26,73,6.1,65.92,High,Student shows overall stability
50,1.25,80,12,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
3,0.09,91,9,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
26,4.56,101,47,2.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
74,6.39,23,73,5.4,58.67,High,Student shows overall stability
52,0.89,106,21,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
64,6.61,42,62,4.0,77.85,High,Low attendance
70,6.16,33,52,6.7,68.78,High,Student shows overall stability
44,3.49,107,32,1.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
42,5.1,51,10,3.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
68,5.74,12,52,6.3,62.14,High,Student shows overall stability
82,9.34,7,85,8.9,21.69,Low,Student shows overall stability
71,6.17,22,71,6.1,60.22,High,Student shows overall stability
20,1.3,70,45,1.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
67,6.3,32,64,4.9,70.73,High,Student shows overall stability
50,4.17,77,18,4.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
99,8.63,2,89,8.9,11.65,Low,Student shows overall stability
18,1.63,44,4,0.6,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
