attendance,cgpa,fee_delay,assignments,engagement,risk_score
92,9.3,8,76,8.2,10.31
84,8.75,8,75,6.8,15.96
61,7.17,46,74,6.3,56.83
46,8.91,42,77,6.6,52.7
60,7.43,22,60,4.2,47.66
86,8.95,14,77,8.2,14.98
77,6.99,47,67,6.5,40.47
56,5.21,2,63,6.9,53.24
42,6.57,89,75,5.7,96.94
32,5.0,77,86,6.8,100.0
66,5.56,13,78,4.0,43.19
12,6.33,59,73,6.2,100.0
36,5.22,69,85,4.7,100.0
78,6.61,28,60,4.0,37.14
81,7.85,6,80,8.1,18.94
67,5.86,20,67,5.2,44.37
30,7.67,84,85,5.0,96.06
73,5.83,46,83,6.2,46.56
31,6.39,65,84,4.2,99.9
41,7.81,75,68,8.1,80.13
85,8.12,12,83,6.8,18.75
85,8.9,14,85,6.3,16.11
59,8.83,70,76,6.6,53.93
98,7.76,14,70,6.9,18.81
82,7.56,2,74,8.4,19.07
92,9.83,5,77,6.9,8.18
74,7.39,32,78,6.6,34.08
60,6.28,42,63,5.8,63.89
88,7.5,5,75,6.5,19.38
32,4.69,23,64,8.9,93.85
11,6.41,30,87,5.2,100.0
62,5.98,48,76,5.8,65.24
64,6.67,11,60,6.0,44.4
31,9.27,97,66,7.6,80.31
62,7.21,44,70,5.0,55.64
75,5.9,40,63,4.1,45.65
74,6.41,46,81,6.1,43.35
13,6.56,34,85,7.6,100.0
55,8.6,50,81,6.5,51.01
35,5.09,41,68,5.3,97.89
98,8.74,1,79,7.2,9.78
40,8.91,118,85,5.4,75.19
55,7.64,5,87,8.9,36.25
17,9.42,72,66,7.0,86.37
86,9.85,2,86,7.6,6.73
77,6.37,31,63,5.2,39.4
70,5.69,33,62,4.3,47.87
95,8.46,1,84,7.4,10.53
76,6.51,44,79,6.1,41.32
66,6.91,18,71,4.8,38.25
89,8.31,2,82,7.4,13.12
28,5.15,24,82,6.0,95.54
70,6.84,20,62,5.3,37.81
76,5.99,38,82,5.4,41.72
65,6.8,21,81,4.2,39.28
83,9.08,1,84,6.3,11.98
35,8.35,108,87,5.7,85.79
54,5.07,76,88,9.0,87.49
95,9.1,8,78,6.5,11.7
43,9.34,43,73,7.9,50.72
61,7.4,16,74,6.1,42.65
85,8.82,1,76,6.5,13.32
6,7.43,23,79,8.9,99.02
91,7.58,12,88,8.7,16.96
98,8.15,2,80,8.7,10.95
8,8.29,105,72,7.5,100.0
28,8.27,26,67,5.5,70.47
72,7.07,44,81,6.0,40.63
29,5.64,75,70,5.6,100.0
33,7.64,50,63,5.5,82.05
97,9.22,12,86,8.8,9.46
79,7.01,11,83,6.0,26.64
13,6.74,12,63,5.1,95.23
67,6.45,40,81,5.4,45.75
89,8.12,3,79,7.2,14.74
45,5.57,83,88,7.9,96.96
90,8.38,1,88,6.7,12.07
20,4.99,81,83,8.3,100.0
11,4.76,64,85,4.2,100.0
80,7.75,14,72,7.4,23.84
98,7.94,14,81,8.0,15.97
98,8.34,3,74,7.4,12.31
63,6.01,30,64,4.5,57.84
6,6.17,16,79,6.9,100.0
61,6.93,11,82,4.8,42.4
74,6.57,38,84,4.9,39.79
8,8.19,72,75,6.2,100.0
65,5.6,13,81,6.6,42.86
65,5.77,33,62,4.2,50.93
0,5.74,89,85,7.8,100.0
42,8.51,70,69,5.0,72.11
61,6.75,23,75,6.4,49.82
45,6.54,18,61,7.7,63.72
15,7.47,111,77,8.9,100.0
66,6.81,34,72,4.8,43.66
83,8.08,8,81,7.8,17.8
84,9.48,5,74,6.9,11.83
69,7.25,19,65,5.7,35.58
85,8.26,7,84,6.8,16.47
63,5.71,41,83,6.1,62.31
61,6.27,25,80,5.4,53.65
76,6.46,39,66,4.1,41.64
82,9.97,0,73,8.0,7.95
18,5.99,56,65,8.9,100.0
42,4.7,24,74,4.0,83.77
18,5.62,9,83,9.0,92.45
76,7.37,19,65,5.2,31.08
25,6.39,79,67,7.4,100.0
23,7.34,95,65,4.0,100.0
84,8.44,4,83,7.3,14.75
81,9.69,3,76,8.3,9.85
59,8.16,47,79,4.5,51.06
74,6.09,43,66,4.7,45.89
25,7.26,105,86,4.6,100.0
65,5.51,33,80,5.6,50.19
31,7.24,58,89,8.0,86.64
77,5.51,33,61,5.2,44.43
4,6.3,36,64,4.2,100.0
22,9.11,93,77,5.0,91.35
25,5.02,16,67,4.7,97.67
52,4.93,30,86,7.8,71.52
43,6.1,73,66,7.0,93.78
68,6.89,23,70,4.2,38.75
68,6.8,19,78,4.1,37.04
44,4.63,44,83,8.9,88.52
86,9.53,2,80,6.4,9.84
89,7.69,14,79,7.3,19.93
84,8.8,11,81,8.5,14.62
81,8.02,12,76,7.4,21.05
74,5.75,10,71,6.3,36.49
95,8.55,2,79,9.0,9.89
77,7.39,32,62,6.6,34.41
91,7.65,3,76,6.6,17.02
8,6.71,93,80,8.1,100.0
43,7.29,39,66,4.6,70.07
4,8.52,108,69,7.9,100.0
67,5.84,26,77,5.8,45.14
75,6.61,36,75,5.4,39.46
95,9.53,11,77,7.4,10.38
73,7.42,18,69,5.6,31.61
5,6.24,40,80,6.4,100.0
75,5.97,15,64,5.6,37.43
85,9.92,0,83,7.3,6.62
28,6.69,29,84,7.7,83.0
61,5.84,36,83,5.7,61.09
77,6.15,33,78,4.2,39.3
91,9.26,12,81,6.3,12.87
65,7.44,28,63,4.5,40.08
35,7.45,92,83,8.0,93.88
53,9.16,44,88,6.7,44.4
79,7.2,46,80,4.2,37.02
58,6.74,114,71,5.8,80.54
79,7.28,17,70,6.3,28.62
4,6.87,95,85,4.1,100.0
35,5.84,4,72,5.5,70.79
53,7.44,7,84,8.3,41.1
93,7.98,3,89,7.2,13.03
52,4.77,91,84,5.3,100.0
60,6.63,17,75,4.4,48.94
86,9.74,0,88,7.3,6.57
94,9.11,2,70,6.6,10.84
92,9.75,0,83,9.0,4.52
38,6.04,46,75,8.8,85.56
43,5.91,11,79,4.9,65.8
80,9.45,6,84,7.2,12.13
68,6.34,45,72,4.1,48.3
7,7.07,77,85,4.9,100.0
87,9.75,4,70,8.9,8.41
100,7.85,0,78,8.6,11.5
75,7.44,38,65,4.0,37.15
76,5.87,20,83,6.6,36.12
43,5.76,56,80,8.6,86.46
64,5.83,21,82,4.5,51.95
69,5.55,18,63,5.2,44.51
66,5.69,44,76,5.2,52.38
69,6.15,23,63,6.9,42.19
80,8.96,4,75,8.4,13.89
66,6.17,25,79,6.4,43.17
91,9.92,12,82,7.1,9.39
14,6.53,107,75,4.3,100.0
68,5.84,18,80,6.1,41.55
90,8.86,9,73,8.7,12.83
68,7.41,39,63,4.6,41.83
49,4.85,42,80,4.9,83.04
19,5.58,81,78,5.6,100.0
30,6.82,62,82,8.4,94.02
84,8.84,2,88,6.4,12.43
92,9.35,10,80,7.6,10.74
53,6.51,110,85,6.5,85.03
89,9.7,8,84,6.2,9.89
69,7.25,32,80,5.3,37.81
78,5.97,17,65,6.9,35.5
14,7.72,0,87,4.9,72.34
78,6.77,43,84,6.6,37.67
18,6.84,105,81,8.5,100.0
72,6.08,12,78,5.4,36.09
74,6.22,33,72,5.3,41.42
68,6.57,43,83,5.3,45.11
59,6.54,20,70,7.8,50.93
91,8.96,1,73,7.6,10.55
15,9.27,65,62,8.9,87.1
52,6.99,7,73,6.8,47.51
94,9.13,1,83,6.2,9.2
46,6.99,65,62,4.3,81.05
9,7.47,80,87,6.0,100.0
92,9.52,10,85,7.8,9.27
27,6.58,21,81,5.5,82.79
60,6.36,49,60,4.8,66.67
9,4.53,89,62,4.3,100.0
91,8.93,11,78,8.5,12.47
56,7.74,107,64,8.5,72.95
90,9.31,1,81,6.9,8.97
62,7.28,17,66,5.6,44.2
64,7.3,45,76,6.0,53.11
91,8.47,11,81,8.2,14.25
79,5.93,20,72,4.5,35.92
87,8.64,7,78,8.9,13.16
56,5.1,12,80,5.4,59.3
45,6.66,1,88,6.6,49.88
79,7.02,14,62,6.8,29.44
91,7.99,5,86,6.5,15.07
89,8.03,5,85,8.2,14.24
29,7.12,115,85,7.0,100.0
36,5.14,45,68,4.9,98.23
38,6.95,85,71,6.7,96.04
95,9.93,8,83,8.3,6.42
41,8.56,115,85,4.8,78.02
74,6.44,44,80,4.3,42.75
15,4.79,101,85,7.6,100.0
75,5.55,29,74,5.5,42.67
28,8.32,103,65,6.4,95.63
93,9.38,3,83,8.3,7.32
59,7.83,70,75,4.4,62.9
43,7.77,43,79,6.9,65.36
31,6.8,38,88,7.1,82.82
23,4.86,53,65,5.5,100.0
72,6.57,33,60,5.8,42.28
55,8.1,61,77,8.7,58.07
54,5.96,103,89,7.9,86.89
12,8.77,93,88,8.4,100.0
17,5.43,41,77,9.0,100.0
69,7.34,31,72,4.1,38.01
71,6.38,17,82,5.3,36.24
73,6.74,16,67,6.4,34.39
90,9.24,14,77,7.7,13.13
77,7.33,22,71,6.0,30.96
10,7.3,74,86,8.0,100.0
92,9.54,12,79,8.8,9.72
94,9.53,9,75,6.2,11.12
63,5.7,13,61,4.5,52.15
91,7.52,8,78,6.2,19.16
100,9.86,8,71,8.7,7.49
99,8.41,10,83,7.9,12.65
68,5.8,11,82,6.3,39.15
89,7.55,13,86,7.5,19.18
96,9.34,11,85,8.6,9.08
95,8.76,10,86,6.0,13.08
70,6.29,45,66,4.5,47.99
77,6.79,49,67,6.7,41.96
33,8.28,99,87,4.6,88.53
22,6.02,54,78,7.9,100.0
99,8.2,13,71,7.7,15.98
3,4.63,85,64,5.1,100.0
53,5.82,94,86,6.3,90.71
24,8.38,112,80,6.7,97.29
21,4.83,48,63,7.0,100.0
29,5.83,32,68,7.5,93.08
72,6.79,37,72,6.3,40.75
75,6.41,40,71,6.1,42.1
43,7.94,116,76,6.3,83.19
63,6.45,25,71,6.9,51.19
87,7.77,9,74,6.1,20.24
48,6.68,33,65,5.7,67.72
19,5.31,68,82,7.8,100.0
96,7.71,0,70,6.8,15.13
58,7.58,93,73,5.5,73.51
78,7.24,32,63,4.9,34.99
61,6.63,47,66,4.4,62.32
51,8.05,117,78,8.2,73.13
72,6.28,26,81,6.2,38.87
31,5.19,20,81,6.1,89.42
68,5.56,35,80,5.7,48.38
81,9.82,6,80,6.1,11.43
54,5.96,116,77,8.7,87.69
93,8.0,6,84,8.6,13.42
95,8.76,6,75,6.8,12.54
74,6.23,43,76,6.3,43.79
78,6.24,16,61,6.4,34.77
80,8.01,6,75,7.4,19.78
0,6.71,108,64,7.1,100.0
98,9.03,11,87,6.3,11.59
67,6.53,34,79,4.9,43.69
22,7.1,33,83,6.6,88.98
38,8.08,69,75,5.5,78.94
0,6.66,108,87,8.7,100.0
66,5.98,10,75,5.7,40.36
67,6.6,11,76,6.6,35.98
85,9.9,9,85,7.8,8.88
99,8.12,3,74,8.1,12.47
69,7.05,42,70,6.0,43.18
28,6.3,103,87,6.7,100.0
69,6.52,33,65,5.2,43.78
40,4.81,1,61,7.9,69.75
33,5.17,96,63,4.8,100.0
41,5.55,88,76,5.2,100.0
65,6.78,28,73,5.1,42.52
89,9.63,10,77,6.8,11.16
6,6.69,23,87,7.9,100.0
79,5.9,35,74,6.4,40.16
75,5.6,18,68,4.3,39.72
61,6.42,22,64,4.9,53.2
94,8.67,14,89,8.5,12.46
65,5.69,21,79,4.5,45.61
69,7.39,16,63,5.8,34.15
62,6.31,12,81,6.4,45.91
64,6.61,42,72,4.0,57.19
70,6.16,33,62,6.7,44.82
92,9.09,9,72,7.2,12.78
35,9.0,18,70,6.0,53.1
91,8.14,8,79,6.3,16.41
95,7.64,7,80,6.5,16.84
71,6.17,22,81,6.1,38.93
100,8.09,14,83,6.8,15.82
67,6.3,32,74,4.9,44.87
98,9.39,5,88,9.0,6.13
51,6.77,14,86,7.4,51.64
75,7.03,28,70,5.7,35.49
93,8.05,7,74,8.3,14.97
13,8.1,104,63,5.5,100.0
74,7.49,25,63,6.8,32.96
95,9.62,3,83,7.8,6.49
63,7.09,22,73,5.4,46.1
75,7.4,14,65,6.4,29.59
83,7.57,0,77,6.2,19.44
25,6.97,21,76,6.0,82.24
36,6.25,10,60,5.8,72.12
70,7.11,26,67,5.9,37.66
97,9.04,1,74,7.3,9.33
16,9.39,114,66,4.9,95.2
94,9.24,0,80,7.6,7.72
36,5.56,95,87,8.9,100.0
45,6.22,55,88,8.4,79.31
62,5.62,36,63,6.6,63.61
53,8.78,111,70,5.7,67.34
80,8.24,4,78,8.5,16.85
7,8.18,41,86,4.6,99.54
78,7.11,11,73,4.7,27.91
75,6.77,49,72,6.3,42.83
71,6.89,36,77,4.2,40.12
50,6.0,118,66,5.9,94.93
79,7.26,25,62,6.0,32.37
20,9.25,100,82,4.5,91.01
66,5.52,36,81,5.4,50.23
75,6.29,12,62,5.7,35.13
9,4.56,93,89,5.5,100.0
22,7.04,88,81,7.4,100.0
89,8.26,12,82,7.8,16.15
37,8.67,70,64,5.1,75.65
76,7.47,34,80,7.0,32.68
75,6.36,43,64,6.5,43.8
56,7.81,53,76,5.3,58.85
79,5.96,15,61,6.1,35.42
19,4.57,43,68,6.8,100.0
13,6.09,35,67,7.1,100.0
26,6.27,59,69,5.9,100.0
96,9.98,1,79,8.0,4.73
63,6.47,13,76,6.9,44.8
83,8.21,12,85,7.4,18.36
60,5.91,47,70,6.4,67.42
98,7.69,1,82,8.1,12.62
69,5.52,44,81,5.9,50.59
6,6.66,52,67,7.2,100.0
46,6.24,5,87,7.2,54.74
66,5.92,48,81,4.6,51.77
77,7.4,21,76,5.1,29.74
66,5.55,10,65,5.8,43.88
42,7.16,81,76,7.1,87.36
9,7.71,97,76,5.1,100.0
12,7.55,102,86,5.4,100.0
12,8.95,27,61,8.9,79.49
99,8.41,2,80,7.3,11.05
68,6.84,18,66,4.2,37.94
35,6.23,118,87,6.3,100.0
4,5.23,85,85,6.4,100.0
94,9.26,10,87,6.9,10.44
84,9.57,9,89,7.5,10.41
74,7.18,40,71,5.6,38.91
43,4.55,25,85,8.2,81.22
74,6.3,20,82,4.2,35.74
15,6.26,105,77,4.8,100.0
34,5.61,84,75,6.7,100.0
20,5.27,57,81,4.3,100.0
63,6.21,49,72,5.5,63.65
47,8.13,101,72,4.8,78.35
100,8.36,7,80,7.2,12.73
38,8.44,117,61,6.5,84.63
14,8.57,50,79,5.0,91.27
96,8.67,4,80,8.9,9.79
84,9.22,5,76,7.3,12.47
50,6.45,12,64,5.9,57.55
13,6.64,80,86,9.0,100.0
84,9.22,1,80,8.7,9.56
4,9.18,76,69,6.2,100.0
23,5.47,39,69,4.5,100.0
61,6.84,44,76,7.0,57.59
36,5.94,7,71,5.2,71.31
52,9.11,46,69,8.5,47.14
82,9.54,4,78,6.8,11.48
40,7.5,112,73,4.3,90.99
60,6.91,38,78,5.4,55.97
72,6.8,31,80,5.3,38.08
43,4.84,70,79,5.6,100.0
76,5.65,23,79,4.1,39.08
97,8.53,14,72,6.0,16.53
34,6.69,12,74,8.2,68.39
62,7.3,13,63,4.3,42.54
74,7.06,20,73,4.5,33.03
48,8.83,23,88,4.7,43.54
16,5.79,103,85,6.4,100.0
78,6.04,45,84,6.2,42.13
89,9.29,4,77,6.4,11.07
87,8.01,5,85,6.4,16.44
2,8.71,63,89,8.2,100.0
75,6.87,46,68,4.9,42.11
67,6.35,21,71,5.6,41.56
89,8.37,13,82,8.8,15.2
97,7.77,2,81,7.7,13.24
98,8.11,0,86,6.6,11.48
68,5.5,18,71,6.0,44.47
90,8.04,6,75,8.3,15.4
7,8.33,106,61,4.9,100.0
78,6.57,27,67,4.8,36.19
59,7.58,80,64,6.0,70.05
72,5.6,29,68,4.3,45.0
31,4.51,8,79,6.6,87.42
44,6.94,83,65,8.3,88.46
84,8.54,3,70,8.4,14.74
3,6.83,88,63,6.1,100.0
6,7.63,67,77,6.7,100.0
13,4.66,95,86,5.5,100.0
86,8.99,2,73,6.8,12.66
69,7.23,25,74,5.5,36.5
97,8.94,8,85,7.1,10.73
14,8.98,64,64,9.0,91.27
45,5.28,15,82,5.8,70.37
15,8.79,57,73,5.5,90.98
91,9.47,4,86,6.3,8.91
77,5.59,18,81,5.6,36.99
93,9.66,5,83,7.4,7.53
54,5.27,100,84,6.6,93.98
99,9.95,6,78,7.9,6.38
38,9.05,39,70,5.4,58.32
78,6.66,31,61,4.8,37.71
70,6.94,11,76,6.5,32.42
64,5.93,25,72,6.7,53.77
95,8.24,12,81,6.3,16.11
97,9.32,12,78,6.7,11.7
83,8.54,13,88,7.2,16.95
85,9.91,8,89,6.5,9.11
55,4.59,79,65,7.8,95.02
61,6.03,26,74,5.3,56.44
20,4.6,96,88,7.2,100.0
15,6.73,110,60,8.2,100.0
91,8.92,6,87,6.0,11.87
14,8.43,88,72,4.4,100.0
93,9.85,12,89,6.2,9.21
55,6.15,53,61,6.6,73.81
74,7.36,35,79,6.4,35.19
70,6.98,32,64,6.4,40.25
97,8.93,5,79,7.6,10.11
72,6.7,11,73,4.4,33.21
42,8.66,14,66,7.8,47.24
81,8.71,4,88,7.1,14.21
66,7.41,44,74,4.9,43.29
45,4.9,34,89,8.7,79.96
65,5.75,26,73,6.7,46.98
84,8.13,6,73,6.5,18.61
98,9.66,8,75,7.9,8.44
95,9.41,5,73,7.8,9.15
61,6.51,20,83,4.0,49.41
20,9.33,9,85,7.7,57.17
87,7.53,10,85,8.7,18.17
96,9.94,1,82,8.8,3.85
98,9.73,0,89,7.7,4.21
16,5.2,66,73,6.8,100.0
93,8.08,2,76,8.3,13.06
95,9.71,2,74,7.4,7.23
63,6.45,43,78,5.0,58.77
59,5.11,49,67,7.5,74.4
75,6.86,22,79,5.5,33.37
98,9.98,9,75,6.9,8.42
86,8.01,10,76,6.2,19.6
89,7.55,11,84,8.2,18.28
93,7.54,0,87,6.2,14.92
15,5.61,51,87,6.4,100.0
99,8.46,9,86,6.9,12.61
17,9.36,97,67,8.9,92.06
53,6.91,110,79,6.7,82.26
61,5.84,26,72,4.1,57.96
93,8.13,0,87,8.2,10.93
100,9.39,10,71,6.7,11.4
90,7.68,12,71,8.5,18.99
66,5.9,45,68,4.1,52.5
29,8.64,45,83,4.3,71.84
12,6.85,54,64,6.0,100.0
73,7.29,36,83,6.6,35.76
17,5.39,52,65,6.5,100.0
75,5.96,25,62,6.7,40.26
99,9.53,1,81,7.2,6.55
76,6.34,10,61,5.5,33.83
61,5.54,18,68,5.4,56.54
78,5.63,16,70,5.9,36.9
98,8.53,9,81,6.8,13.2
86,8.74,2,84,8.6,11.0
40,5.44,20,75,6.6,77.54
79,5.95,30,78,4.7,38.18
90,7.93,3,88,7.0,14.38
40,8.11,79,66,7.6,80.3
79,7.45,47,74,4.4,36.86
72,7.45,38,65,5.5,38.71
28,4.96,22,69,7.6,96.39
92,9.67,4,71,8.1,8.24
92,8.54,3,89,7.1,11.1
74,6.45,15,72,4.3,34.67
55,8.66,26,66,6.7,42.84
43,6.18,18,65,6.5,68.83
9,8.44,12,68,4.1,83.05
60,7.35,43,68,4.0,56.07
73,7.25,26,63,4.9,35.72
72,7.38,15,79,4.1,30.23
68,5.61,21,69,6.3,44.82
88,9.81,9,89,6.1,9.44
75,6.32,24,82,6.8,35.7
92,9.98,7,74,6.5,8.87
93,7.86,10,75,8.6,16.24
61,7.14,45,76,5.1,56.64
6,8.19,10,83,5.4,86.23
57,5.79,77,68,8.5,82.05
12,6.05,11,77,5.4,100.0
96,8.47,7,80,7.3,12.77
60,5.88,23,73,5.3,57.0
86,7.65,0,84,7.7,15.9
59,7.4,23,89,7.5,44.42
46,9.09,13,65,7.9,40.03
29,5.13,93,68,4.7,100.0
96,8.59,7,83,8.8,10.78
61,6.56,10,82,4.9,44.23
82,9.06,5,77,6.3,14.51
78,7.42,49,60,4.0,39.81
56,6.23,99,65,8.0,85.55
32,7.27,14,71,9.0,66.54
73,5.61,13,78,6.3,37.91
89,8.14,8,80,8.7,14.97
20,9.38,59,71,8.5,77.32
88,9.52,4,77,8.8,8.36
98,8.76,7,77,7.5,11.57
60,7.44,43,70,4.5,55.2
21,4.71,39,74,8.3,100.0
72,5.97,13,83,4.6,36.33
74,6.79,15,62,4.8,34.18
69,6.15,47,79,6.2,48.2
83,9.59,3,82,9.0,8.36
61,6.82,33,66,5.3,55.12
15,9.16,58,65,8.9,85.58
26,5.78,88,83,8.7,100.0
21,8.14,86,78,8.2,100.0
89,8.65,12,75,6.1,16.76
72,6.42,46,68,4.1,46.11
62,6.24,49,60,4.3,65.77
13,7.36,46,73,8.0,100.0
50,6.81,89,76,5.6,86.55
75,6.21,28,60,6.1,40.68
90,7.71,0,80,6.3,15.86
91,9.07,9,87,6.7,11.61
19,7.5,2,89,5.5,71.28
61,6.68,49,82,4.1,60.86
50,4.83,104,82,4.3,100.0
100,8.63,6,85,6.2,11.63
24,7.28,62,72,6.2,99.27
60,6.14,18,71,6.6,52.64
27,7.17,5,86,8.4,66.06
77,7.23,21,80,6.6,29.61
59,8.29,14,77,4.3,36.85
76,5.51,27,84,5.8,40.43
91,9.03,3,86,8.3,8.77
82,9.15,4,78,6.9,13.19
45,6.51,61,82,6.9,81.34
91,8.45,13,71,6.1,17.87
77,5.74,44,65,5.6,46.28
99,9.63,14,82,8.8,8.87
61,6.19,47,61,5.1,66.04
93,8.62,11,83,8.6,12.62
30,6.55,70,67,6.4,100.0
72,6.45,26,80,6.7,37.74
86,8.7,3,88,7.8,11.65
68,7.22,31,79,6.0,38.38
7,5.47,113,68,7.3,100.0
94,9.81,10,83,6.1,9.45
54,7.18,62,78,4.7,68.84
42,8.51,56,83,5.1,65.1
97,7.93,3,83,6.9,13.37
75,5.55,16,76,6.5,37.96
71,6.55,24,64,4.9,39.71
79,7.42,36,68,6.3,34.08
49,8.97,71,84,8.7,57.93
17,7.94,75,78,6.3,100.0
81,8.41,9,84,8.7,16.37
74,7.37,24,69,4.8,33.22
93,8.68,9,86,8.6,11.36
72,6.35,16,75,4.8,36.33
21,5.0,111,68,5.1,100.0
19,5.61,103,66,6.2,100.0
91,7.97,6,75,7.4,16.06
86,7.86,0,86,6.3,15.82
7,4.86,17,83,5.2,100.0
89,7.82,10,83,8.4,16.75
91,7.58,6,83,7.1,16.94
49,4.75,16,66,4.3,72.52
18,7.63,33,62,7.3,90.37
46,6.08,104,65,4.7,98.58
93,8.38,8,73,7.7,14.51
17,7.89,64,69,6.5,100.0
81,7.91,10,77,7.6,20.68
86,8.41,4,71,8.3,14.89
78,6.46,33,70,4.4,38.19
72,5.83,29,60,4.7,44.81
67,6.66,48,75,5.4,47.81
21,8.11,73,69,7.6,97.56
16,7.73,52,88,7.8,96.57
16,5.43,84,80,8.9,100.0
96,9.49,6,86,7.8,7.48
25,5.62,95,84,6.5,100.0
91,9.72,5,84,6.9,7.93
92,8.61,13,71,7.5,15.82
90,8.4,5,79,7.9,13.39
58,8.08,21,88,7.9,39.26
4,8.04,0,80,5.0,82.31
66,5.54,14,76,5.9,43.88
75,7.39,48,82,4.3,38.47
43,6.0,66,61,7.9,91.57
24,5.09,21,64,7.5,100.0
62,5.81,17,79,6.0,52.14
50,9.27,8,75,7.3,32.67
68,7.35,47,80,6.9,41.85
14,6.32,116,77,6.5,100.0
94,8.92,5,84,7.4,10.19
80,9.5,0,88,7.7,9.2
15,7.44,49,77,8.7,100.0
49,6.97,13,64,4.5,55.27
70,5.71,41,63,6.4,49.77
61,6.42,21,84,6.0,50.31
77,5.58,41,73,6.5,44.72
77,6.74,26,66,4.8,35.68
100,8.12,12,81,7.2,15.01
92,8.44,12,72,7.2,16.35
62,6.89,28,83,4.9,49.65
92,7.73,13,88,7.1,17.65
60,6.11,19,77,4.4,53.13
23,7.84,41,82,8.0,83.2
63,6.32,32,67,6.8,55.67
54,4.53,13,87,5.0,64.77
97,9.05,11,87,6.2,11.73
43,5.87,15,61,7.0,69.71
43,6.91,19,76,4.5,62.87
80,8.94,2,73,8.6,13.47
7,7.42,31,88,5.0,100.0
95,7.56,12,79,6.7,18.59
22,6.1,48,61,7.4,100.0
34,9.03,106,70,5.8,81.16
31,5.62,91,84,8.4,100.0
84,9.26,13,71,8.6,14.36
50,8.22,65,70,8.5,63.77
57,9.06,37,82,7.6,39.77
16,9.23,82,76,7.3,92.24
93,9.71,3,83,7.7,6.5
68,6.62,21,67,6.7,39.35
57,8.85,68,65,7.3,55.29
68,5.85,16,67,6.8,41.86
78,7.28,28,84,4.4,31.04
70,7.4,32,62,6.0,38.61
90,8.78,12,87,7.2,13.6
79,5.89,19,72,6.9,35.11
83,9.77,11,72,7.4,12.57
60,6.43,42,65,6.1,62.51
60,5.5,35,71,4.3,65.28
13,7.54,43,79,4.3,100.0
89,9.24,14,78,7.1,13.71
91,8.73,5,84,6.5,12.32
92,7.83,0,74,8.4,13.81
89,8.62,0,77,6.5,12.54
86,7.72,5,84,6.1,18.38
24,4.91,118,65,5.1,100.0
63,7.43,11,61,4.9,40.25
63,6.6,16,72,6.5,46.31
92,8.6,7,78,7.1,13.41
67,7.04,28,82,5.9,38.71
88,9.34,13,83,6.6,13.01
79,6.68,14,78,7.0,29.01
19,4.73,118,84,8.8,100.0
28,8.45,2,87,5.5,54.24
75,6.43,42,63,6.9,42.95
71,7.25,41,75,6.3,39.83
63,7.41,21,78,5.9,42.92
42,8.11,5,68,6.0,48.12
65,6.32,43,83,6.2,48.31
85,8.91,3,71,6.8,13.92
69,7.07,15,82,4.3,33.24
13,4.6,95,76,6.3,100.0
21,8.41,104,80,4.8,100.0
94,8.54,14,74,8.8,14.55
44,9.3,35,75,6.9,48.03
82,9.4,7,75,7.6,12.74
20,4.82,78,85,8.2,100.0
91,9.23,9,79,7.7,11.16
75,6.78,23,78,4.6,34.19
66,6.67,17,83,7.0,37.05
29,9.09,54,68,7.7,70.81
95,7.66,7,70,6.6,17.88
70,7.07,33,74,5.5,39.22
64,6.71,31,77,6.7,50.71
95,9.99,11,89,6.1,8.16
22,5.97,112,76,4.3,100.0
62,5.63,35,82,6.7,60.71
72,7.18,47,82,5.3,40.85
96,9.14,12,82,6.6,12.11
70,6.59,44,65,4.7,46.23
98,9.17,12,75,7.4,11.93
45,8.76,48,70,7.6,57.28
86,8.32,13,70,7.1,19.14
87,8.19,2,77,6.9,15.28
74,6.69,36,72,4.6,40.0
86,7.87,9,85,7.7,17.56
54,8.83,118,62,7.0,66.19
97,8.16,2,83,8.9,10.6
39,5.61,57,66,7.1,95.52
51,8.04,21,80,5.6,47.52
70,7.21,22,68,6.5,35.39
53,5.57,3,73,5.0,54.0
77,6.79,23,79,4.9,32.96
93,7.67,7,74,7.4,17.19
87,9.6,2,86,8.0,7.27
26,9.24,65,76,6.9,75.89
36,4.6,97,61,7.2,100.0
16,8.68,45,65,8.2,85.59
28,9.12,96,76,6.5,84.77
61,5.86,40,75,5.2,63.69
21,8.1,74,79,6.5,97.89
11,5.22,52,88,8.3,100.0
48,9.32,78,78,7.3,59.46
22,5.05,30,66,7.8,100.0
69,6.36,31,62,4.7,44.39
80,8.89,0,86,8.8,11.37
85,7.66,4,81,6.8,18.48
34,6.83,115,77,5.0,100.0
76,6.26,31,78,6.2,38.55
35,7.49,30,61,4.1,72.92
30,9.45,21,82,5.3,53.01
82,8.17,12,82,8.6,18.25
87,9.7,5,73,8.5,8.87
66,6.66,16,68,5.2,39.34
3,5.0,77,68,7.4,100.0
26,9.13,106,62,7.8,87.32
74,7.03,42,73,5.3,40.06
67,5.7,13,63,5.1,43.52
79,7.12,27,76,6.5,31.63
74,6.35,29,81,6.4,38.13
50,6.0,38,62,7.2,72.72
62,7.29,34,83,4.1,49.44
89,9.05,6,78,7.2,11.92
83,8.41,11,83,7.4,17.35
60,5.98,37,84,5.2,61.37
30,4.66,86,72,7.4,100.0
47,6.51,115,62,4.8,94.22
92,8.06,7,82,9.0,13.68
92,9.57,14,73,7.2,12.27
70,6.58,13,62,6.0,36.94
