attendance,cgpa,fee_delay,assignments,engagement,risk_score,risk_category,risk_reason
96,8.17,8,94,7.4,9.44,Low,Consistent academic performance
74,6.25,33,57,6.3,35.22,Medium,Consistent academic performance
92,9.17,1,99,8.3,7.38,Low,Consistent academic performance
38,4.82,117,47,3.5,78.08,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
92,7.54,1,92,9.9,10.79,Low,Consistent academic performance
14,1.17,92,4,0.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
23,4.01,47,6,1.7,95.35,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
97,8.57,9,97,8.4,7.42,Low,Consistent academic performance
14,2.53,54,20,3.7,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
71,5.9,38,69,5.8,37.94,Medium,Consistent academic performance
12,4.03,91,45,0.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
63,5.83,26,68,4.7,42.02,Medium,Consistent academic performance
36,2.64,54,3,3.9,85.33,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
10,1.53,119,29,1.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
90,9.69,7,91,7.9,9.29,Low,Consistent academic performance
42,1.89,46,31,1.0,79.23,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
74,6.83,18,77,6.0,29.41,Low,Consistent academic performance
94,9.44,0,80,9.8,6.68,Low,Consistent academic performance
46,0.26,55,13,2.7,83.01,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
100,8.57,9,96,8.6,5.78,Low,Consistent academic performance
100,7.99,5,99,8.6,5.94,Low,Consistent academic performance
100,8.73,2,87,7.8,5.57,Low,Consistent academic performance
18,1.01,92,10,3.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
35,3.64,48,11,2.4,82.04,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
59,6.89,35,61,4.1,44.33,Medium,Low attendance
78,9.25,5,98,8.4,15.58,Low,Consistent academic performance
62,7.19,27,72,4.3,38.94,Medium,Consistent academic performance
84,9.06,2,90,8.7,12.81,Low,Consistent academic performance
61,5.16,37,60,4.1,48.21,Medium,Consistent academic performance
42,4.98,77,21,2.0,75.13,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
31,1.24,42,4,1.0,94.73,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
63,5.51,44,54,5.9,46.69,Medium,Consistent academic performance
82,9.06,0,90,7.5,14.21,Low,Consistent academic performance
13,2.81,41,44,1.3,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
28,1.05,36,29,3.9,94.04,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
91,7.54,5,98,7.3,12.74,Low,Consistent academic performance
98,9.24,7,85,9.3,5.87,Low,Consistent academic performance
10,3.19,53,0,3.7,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
85,7.68,6,100,9.8,14.59,Low,Consistent academic performance
57,6.92,37,76,5.0,43.98,Medium,Low attendance
62,6.24,17,53,5.1,41.41,Medium,Consistent academic performance
48,1.34,101,38,2.3,81.48,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
79,9.5,7,86,8.1,16.1,Low,Consistent academic performance
88,7.94,5,83,7.2,15.09,Low,Consistent academic performance
61,6.23,14,52,5.5,41.48,Medium,Consistent academic performance
74,5.4,20,57,6.6,35.04,Medium,Consistent academic performance
6,0.47,48,8,3.0,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
70,5.47,34,69,4.3,39.77,Medium,Consistent academic performance
61,5.43,25,76,4.1,43.86,Medium,Consistent academic performance
73,5.09,37,70,6.0,38.29,Medium,Consistent academic performance
47,0.6,59,21,0.6,81.97,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
10,4.52,105,5,0.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
76,9.82,1,80,9.5,15.86,Low,Consistent academic performance
7,1.28,89,32,3.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
82,9.51,0,90,8.2,12.83,Low,Consistent academic performance
59,5.26,17,74,4.3,44.54,Medium,Low attendance
97,8.47,6,94,8.0,7.62,Low,Consistent academic performance
24,1.47,91,45,2.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
85,9.26,6,90,8.9,12.4,Low,Consistent academic performance
82,8.61,7,81,8.6,16.81,Low,Consistent academic performance
16,4.44,81,15,1.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
71,6.81,30,75,5.9,33.55,Medium,Consistent academic performance
98,9.27,0,99,8.1,3.89,Low,Consistent academic performance
84,9.17,8,82,9.0,14.21,Low,Consistent academic performance
48,0.19,40,35,2.0,77.06,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
81,7.81,0,83,9.7,17.34,Low,Consistent academic performance
57,6.61,40,55,6.5,46.72,Medium,Low attendance
70,7.17,38,60,6.1,36.0,Medium,Consistent academic performance
81,8.8,6,86,9.8,15.67,Low,Consistent academic performance
39,4.78,106,35,3.4,78.53,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
1,2.35,57,26,2.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
55,7.08,21,54,5.0,44.45,Medium,Low attendance
47,3.39,54,12,2.9,72.39,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
59,7.42,14,62,5.6,38.47,Medium,Low attendance
77,9.73,6,85,8.5,16.36,Low,Consistent academic performance
38,1.4,115,7,1.7,94.07,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
45,0.7,105,47,2.2,85.24,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
7,2.2,93,28,2.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
15,4.44,37,37,1.7,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
78,7.62,6,96,7.4,20.43,Low,Consistent academic performance
90,8.46,8,86,9.3,11.97,Low,Consistent academic performance
66,6.16,44,51,4.8,43.78,Medium,Consistent academic performance
59,7.37,17,74,4.8,38.31,Medium,Low attendance
65,5.63,21,70,6.3,39.38,Medium,Consistent academic performance
59,5.95,38,65,6.1,46.06,Medium,Low attendance
7,3.61,80,13,2.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
65,6.56,42,76,5.7,40.12,Medium,Consistent academic performance
6,0.47,91,22,3.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
99,9.3,5,99,8.0,4.14,Low,Consistent academic performance
86,9.71,9,82,9.4,11.86,Low,Consistent academic performance
86,8.39,0,83,9.2,13.39,Low,Consistent academic performance
85,9.12,8,94,9.8,12.21,Low,Consistent academic performance
62,6.35,21,70,6.2,39.51,Medium,Consistent academic performance
73,6.01,15,65,5.5,33.06,Medium,Consistent academic performance
47,4.18,78,48,2.4,70.58,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
88,8.1,0,83,8.3,13.35,Low,Consistent academic performance
54,0.13,110,28,0.8,81.64,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
100,9.6,8,91,9.0,3.84,Low,Consistent academic performance
99,8.2,2,89,9.8,6.01,Low,Consistent academic performance
75,9.61,6,90,8.5,17.26,Low,Consistent academic performance
87,9.37,6,94,8.6,10.8,Low,Consistent academic performance
3,1.06,95,15,2.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
20,0.12,48,6,1.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
1,1.16,104,23,1.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
99,8.13,5,90,9.7,6.61,Low,Consistent academic performance
73,6.56,15,66,5.7,31.47,Medium,Consistent academic performance
61,7.45,42,50,5.5,42.97,Medium,Consistent academic performance
85,8.34,4,99,7.9,13.8,Low,Consistent academic performance
83,9.28,0,93,9.3,11.96,Low,Consistent academic performance
52,2.97,54,1,2.3,70.9,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
78,9.55,4,92,9.0,15.0,Low,Consistent academic performance
61,5.01,23,73,6.6,43.7,Medium,Consistent academic performance
90,9.56,7,99,8.1,8.66,Low,Consistent academic performance
2,4.41,95,14,3.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
68,5.85,22,50,4.9,39.7,Medium,Consistent academic performance
99,8.63,7,82,8.2,7.47,Low,Consistent academic performance
29,1.95,92,13,0.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
42,2.91,78,20,2.4,81.73,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
65,6.3,43,59,4.8,43.11,Medium,Consistent academic performance
35,4.68,72,22,0.3,82.49,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
59,5.09,15,67,6.2,44.41,Medium,Low attendance
89,8.75,2,95,8.6,10.34,Low,Consistent academic performance
57,6.35,21,55,6.1,44.5,Medium,Low attendance
61,6.1,40,50,6.8,45.76,Medium,Consistent academic performance
23,2.28,60,40,1.6,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
14,3.97,60,5,3.6,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
89,8.16,9,85,9.1,13.59,Low,Consistent academic performance
6,0.99,111,40,0.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
76,8.8,6,85,7.2,19.88,Low,Consistent academic performance
0,2.86,30,18,1.4,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
22,1.53,97,11,3.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
75,9.12,3,84,7.1,19.31,Low,Consistent academic performance
54,4.29,53,12,1.0,64.81,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
70,5.65,10,66,6.3,34.6,Medium,Consistent academic performance
79,8.82,5,86,7.9,17.5,Low,Consistent academic performance
2,0.36,88,41,0.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
29,1.42,71,31,2.9,97.7,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
64,5.74,39,73,6.2,42.51,Medium,Consistent academic performance
63,6.02,10,58,4.8,39.81,Medium,Consistent academic performance
82,8.35,8,88,8.3,17.02,Low,Consistent academic performance
84,9.64,8,85,7.3,13.7,Low,Consistent academic performance
61,6.17,25,50,6.7,43.11,Medium,Consistent academic performance
53,2.14,110,25,3.1,75.72,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
75,9.64,3,97,7.0,16.73,Low,Consistent academic performance
58,6.66,22,74,4.5,41.96,Medium,Low attendance
23,4.69,62,18,3.2,93.49,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
61,6.19,10,59,6.0,39.96,Medium,Consistent academic performance
89,10.0,4,88,7.3,9.22,Low,Consistent academic performance
61,5.44,34,76,6.5,44.13,Medium,Consistent academic performance
63,5.72,42,68,5.8,44.46,Medium,Consistent academic performance
76,9.48,9,93,8.6,17.21,Low,Consistent academic performance
62,5.82,30,77,6.4,41.65,Medium,Consistent academic performance
86,8.57,7,85,9.2,13.92,Low,Consistent academic performance
72,6.47,27,50,5.4,36.04,Medium,Consistent academic performance
58,5.69,29,59,6.3,46.49,Medium,Low attendance
45,4.25,90,9,1.2,78.55,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
55,6.72,24,66,4.8,44.9,Medium,Low attendance
44,0.49,42,13,0.4,83.14,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
77,8.84,0,94,9.9,15.98,Low,Consistent academic performance
12,1.58,98,5,0.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
94,9.52,1,84,7.2,7.61,Low,Consistent academic performance
57,6.77,32,61,5.6,44.78,Medium,Low attendance
29,3.74,31,29,0.8,84.34,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
86,9.91,7,95,9.6,9.71,Low,Consistent academic performance
66,7.3,14,67,5.2,33.95,Medium,Consistent academic performance
85,7.9,3,99,9.7,13.7,Low,Consistent academic performance
84,9.36,8,93,7.6,13.4,Low,Consistent academic performance
58,6.27,15,63,6.6,41.99,Medium,Low attendance
61,7.27,15,78,5.9,35.98,Medium,Consistent academic performance
82,9.07,6,98,9.4,13.41,Low,Consistent academic performance
78,8.26,8,81,7.9,20.43,Low,Consistent academic performance
87,8.76,4,81,9.6,12.67,Low,Consistent academic performance
56,5.45,37,54,6.3,50.45,Medium,Low attendance
97,8.84,9,94,9.8,6.45,Low,Consistent academic performance
87,9.6,2,81,9.0,10.72,Low,Consistent academic performance
72,7.09,23,51,5.5,33.69,Medium,Consistent academic performance
82,7.51,1,98,9.6,16.2,Low,Consistent academic performance
57,5.66,31,66,4.8,47.68,Medium,Low attendance
8,2.42,50,11,3.9,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
77,9.12,3,87,9.0,16.91,Low,Consistent academic performance
60,6.03,36,70,6.6,44.08,Medium,Consistent academic performance
10,0.2,102,3,2.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
25,1.6,106,38,1.7,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
93,8.61,9,100,8.1,9.32,Low,Consistent academic performance
12,4.06,43,47,0.2,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
71,7.21,22,79,6.6,30.45,Medium,Consistent academic performance
76,8.11,7,99,7.0,20.46,Low,Consistent academic performance
15,3.21,88,48,2.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
50,1.6,59,11,2.6,76.36,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
97,9.61,0,92,9.0,3.97,Low,Consistent academic performance
74,5.19,20,78,6.2,33.65,Medium,Consistent academic performance
53,0.66,112,1,2.0,83.01,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
24,4.17,86,22,3.5,97.44,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
82,7.89,3,94,8.0,16.79,Low,Consistent academic performance
53,4.64,111,46,2.7,66.5,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
48,4.1,94,26,2.6,74.08,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
59,6.92,38,64,5.6,43.68,Medium,Low attendance
86,9.19,4,82,7.0,13.4,Low,Consistent academic performance
100,7.98,6,100,7.1,6.79,Low,Consistent academic performance
26,1.78,81,16,2.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
50,3.96,69,44,0.3,68.75,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
3,1.92,65,40,1.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
63,6.14,20,61,6.8,39.87,Medium,Consistent academic performance
47,2.69,113,24,3.1,79.2,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
63,5.38,34,52,6.2,45.47,Medium,Consistent academic performance
75,7.84,7,84,8.6,22.44,Low,Consistent academic performance
22,1.36,79,15,3.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
75,8.51,8,95,7.0,20.59,Low,Consistent academic performance
90,9.45,7,94,8.8,9.08,Low,Consistent academic performance
76,8.11,9,82,8.6,21.72,Low,Consistent academic performance
97,9.06,4,89,9.4,5.85,Low,Consistent academic performance
75,8.89,0,86,8.0,18.73,Low,Consistent academic performance
14,2.3,95,18,0.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
69,5.09,36,77,5.4,40.36,Medium,Consistent academic performance
0,0.64,73,9,2.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
17,3.27,99,39,1.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
54,3.07,49,14,0.3,67.9,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
84,8.82,6,84,9.8,14.13,Low,Consistent academic performance
69,5.4,21,53,5.0,39.7,Medium,Consistent academic performance
97,9.77,7,91,9.4,4.72,Low,Consistent academic performance
55,5.18,27,56,6.7,49.9,Medium,Low attendance
61,6.91,31,59,6.8,41.11,Medium,Consistent academic performance
81,9.34,9,82,9.0,15.67,Low,Consistent academic performance
74,5.12,44,64,6.3,39.22,Medium,Consistent academic performance
87,7.69,3,98,7.3,14.34,Low,Consistent academic performance
53,4.1,108,13,2.0,71.7,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
80,8.29,4,99,9.2,16.11,Low,Consistent academic performance
73,6.78,15,63,4.8,31.66,Medium,Consistent academic performance
87,9.54,2,98,9.4,8.93,Low,Consistent academic performance
67,7.48,27,61,5.2,35.59,Medium,Consistent academic performance
78,8.52,3,89,8.4,17.9,Low,Consistent academic performance
56,5.95,15,75,6.7,43.03,Medium,Low attendance
92,8.76,6,82,8.6,10.61,Low,Consistent academic performance
93,8.66,5,97,9.2,8.32,Low,Consistent academic performance
61,6.3,23,66,6.8,40.76,Medium,Consistent academic performance
97,8.6,2,99,9.4,5.48,Low,Consistent academic performance
70,5.18,15,55,6.3,37.72,Medium,Consistent academic performance
79,9.29,3,86,9.7,15.12,Low,Consistent academic performance
45,2.19,119,21,1.0,83.83,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
41,0.55,75,17,2.2,90.02,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
81,7.62,8,82,9.1,19.55,Low,Consistent academic performance
99,8.59,7,93,9.7,5.69,Low,Consistent academic performance
92,9.24,4,85,7.2,9.68,Low,Consistent academic performance
69,5.41,13,78,5.3,35.67,Medium,Consistent academic performance
45,4.52,103,16,0.2,77.53,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
90,9.81,8,90,8.0,9.26,Low,Consistent academic performance
5,0.0,85,30,0.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
92,8.62,9,84,7.4,11.84,Low,Consistent academic performance
81,7.57,9,97,9.0,18.37,Low,Consistent academic performance
67,6.9,42,55,4.2,40.76,Medium,Consistent academic performance
75,8.82,8,96,9.8,18.35,Low,Consistent academic performance
0,1.71,117,5,0.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
64,7.45,28,77,5.0,36.23,Medium,Consistent academic performance
8,0.65,89,45,1.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
11,0.36,79,2,2.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
71,5.08,24,50,4.9,40.04,Medium,Consistent academic performance
60,6.67,25,79,4.4,40.65,Medium,Consistent academic performance
83,8.11,0,94,7.2,15.62,Low,Consistent academic performance
84,9.15,8,92,7.2,14.19,Low,Consistent academic performance
95,8.09,6,83,7.8,10.71,Low,Consistent academic performance
65,7.36,26,62,4.4,37.31,Medium,Consistent academic performance
80,8.68,2,84,8.9,16.46,Low,Consistent academic performance
90,8.86,9,83,9.0,11.69,Low,Consistent academic performance
100,7.99,9,80,9.0,8.34,Low,Consistent academic performance
56,6.2,30,78,6.6,44.6,Medium,Low attendance
70,7.25,11,59,5.9,31.49,Medium,Consistent academic performance
84,8.25,0,86,7.5,15.4,Low,Consistent academic performance
67,6.47,18,68,5.3,36.02,Medium,Consistent academic performance
92,9.6,1,97,8.9,6.35,Low,Consistent academic performance
88,9.94,0,86,8.9,8.61,Low,Consistent academic performance
88,8.84,4,90,9.4,11.1,Low,Consistent academic performance
100,9.22,0,88,7.2,4.47,Low,Consistent academic performance
22,2.35,98,42,0.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
71,5.22,13,72,5.1,35.55,Medium,Consistent academic performance
73,6.21,27,60,4.9,35.33,Medium,Consistent academic performance
86,7.79,7,94,9.1,14.88,Low,Consistent academic performance
74,6.17,13,64,4.3,32.37,Medium,Consistent academic performance
89,9.72,6,97,7.6,9.12,Low,Consistent academic performance
100,8.03,0,82,8.6,6.77,Low,Consistent academic performance
24,1.4,90,28,2.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
88,9.38,0,95,9.1,8.87,Low,Consistent academic performance
58,6.63,40,70,6.7,44.38,Medium,Low attendance
60,6.51,38,64,4.9,44.51,Medium,Consistent academic performance
51,1.13,48,45,1.9,72.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
68,7.25,42,62,6.6,37.25,Medium,Consistent academic performance
50,3.07,62,32,3.3,69.98,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
90,7.55,0,92,9.6,11.91,Low,Consistent academic performance
83,9.68,2,97,7.2,12.01,Low,Consistent academic performance
18,2.48,42,32,3.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
2,4.42,100,23,3.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
22,2.85,47,31,0.3,99.02,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
79,9.67,7,94,8.6,14.62,Low,Consistent academic performance
32,1.38,67,33,0.9,94.46,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
38,1.63,119,32,3.7,89.77,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
20,2.47,119,22,2.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
64,5.6,18,52,5.0,42.12,Medium,Consistent academic performance
41,2.8,117,49,1.4,82.57,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
55,5.69,18,62,5.3,47.05,Medium,Low attendance
95,7.8,5,90,8.4,10.16,Low,Consistent academic performance
61,5.49,17,59,6.5,42.86,Medium,Consistent academic performance
75,7.65,3,89,9.2,21.4,Low,Consistent academic performance
16,3.9,97,29,2.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
92,8.52,3,87,8.6,10.15,Low,Consistent academic performance
99,7.97,3,93,9.0,6.62,Low,Consistent academic performance
75,8.23,7,87,7.2,21.86,Low,Consistent academic performance
21,0.47,113,13,2.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
78,8.95,3,80,9.0,17.46,Low,Consistent academic performance
63,6.69,36,66,5.5,41.16,Medium,Consistent academic performance
70,6.83,42,50,5.3,38.94,Medium,Consistent academic performance
4,3.62,47,48,0.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
7,0.06,54,4,1.2,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
92,8.95,0,94,8.0,8.34,Low,Consistent academic performance
15,3.86,67,40,0.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
90,9.75,5,95,8.3,8.2,Low,Consistent academic performance
91,9.82,8,92,9.6,7.72,Low,Consistent academic performance
63,6.82,42,74,6.0,40.71,Medium,Consistent academic performance
63,6.1,38,56,5.7,43.98,Medium,Consistent academic performance
98,8.31,2,84,9.0,7.21,Low,Consistent academic performance
92,9.06,6,89,8.4,9.41,Low,Consistent academic performance
56,5.89,31,66,5.5,47.37,Medium,Low attendance
83,9.21,7,97,7.4,13.8,Low,Consistent academic performance
87,9.53,0,96,7.6,9.76,Low,Consistent academic performance
83,9.11,6,84,7.9,14.95,Low,Consistent academic performance
80,8.19,4,81,9.5,17.97,Low,Consistent academic performance
67,6.92,17,60,7.0,34.61,Medium,Consistent academic performance
64,6.87,38,54,4.2,42.16,Medium,Consistent academic performance
77,7.93,3,82,8.7,20.51,Low,Consistent academic performance
29,3.84,104,42,1.2,92.3,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
75,8.92,8,98,9.6,17.96,Low,Consistent academic performance
55,6.7,35,65,5.0,46.78,Medium,Low attendance
75,7.75,6,93,9.1,21.34,Low,Consistent academic performance
18,2.77,33,29,2.1,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
52,1.63,89,45,1.8,76.55,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
79,7.86,5,81,8.3,20.14,Low,Consistent academic performance
49,2.04,30,39,0.4,69.31,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
56,5.35,20,66,6.8,46.46,Medium,Low attendance
62,5.45,20,57,5.2,43.64,Medium,Consistent academic performance
60,6.41,35,76,6.2,42.44,Medium,Consistent academic performance
70,6.69,35,73,7.0,35.03,Medium,Consistent academic performance
56,5.43,11,59,6.0,45.84,Medium,Low attendance
83,9.54,5,80,8.7,13.78,Low,Consistent academic performance
72,7.23,25,64,4.2,32.97,Medium,Consistent academic performance
65,6.78,16,66,5.6,36.2,Medium,Consistent academic performance
50,0.51,76,22,2.0,81.61,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
0,1.49,34,34,0.1,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
61,6.87,22,59,5.4,40.4,Medium,Consistent academic performance
99,9.1,7,86,8.5,5.98,Low,Consistent academic performance
67,5.06,10,76,5.6,37.46,Medium,Consistent academic performance
78,9.01,3,88,7.0,17.53,Low,Consistent academic performance
54,3.4,116,32,0.2,72.01,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
83,9.18,4,84,10.0,13.42,Low,Consistent academic performance
92,8.14,2,86,7.2,11.61,Low,Consistent academic performance
75,8.65,4,81,9.8,19.59,Low,Consistent academic performance
42,3.16,47,16,2.2,76.29,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
53,2.26,105,34,0.7,75.67,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
58,5.24,41,69,5.2,49.31,Medium,Low attendance
80,8.82,0,82,8.8,16.05,Low,Consistent academic performance
16,2.36,91,34,1.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
76,9.2,2,95,7.1,17.27,Low,Consistent academic performance
40,1.52,36,14,3.3,81.17,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
59,6.05,22,57,4.4,44.75,Medium,Low attendance
100,8.22,9,91,8.2,7.15,Low,Consistent academic performance
66,5.48,27,53,5.1,42.43,Medium,Consistent academic performance
82,9.44,6,88,8.0,14.27,Low,Consistent academic performance
69,6.36,31,53,5.2,38.75,Medium,Consistent academic performance
65,5.23,33,77,5.7,42.07,Medium,Consistent academic performance
57,5.53,27,64,5.4,47.28,Medium,Low attendance
71,6.26,44,69,6.1,37.82,Medium,Consistent academic performance
61,6.77,18,61,4.8,40.14,Medium,Consistent academic performance
41,1.62,112,22,3.2,88.13,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
93,8.27,8,94,9.4,9.85,Low,Consistent academic performance
